entity_type,entity_code,decision,reviewed_by,reviewed_at,review_notes,evidence_summary,source_references
career_transition,CPX-OCC-CBE-013|CPX-OCC-PPM-013|lateral,deferred,,,,,
career_transition,CPX-OCC-CBE-013|CPX-OCC-ENG-017|lateral,deferred,,,,,
career_transition,CPX-OCC-CBE-013|CPX-OCC-BOP-008|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-001|CPX-OCC-PPM-001|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-001|CPX-OCC-PPM-013|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-001|CPX-OCC-DDA-016|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-001|CPX-OCC-DDA-008|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-001|CPX-OCC-DDA-007|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-001|CPX-OCC-DDA-009|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-001|CPX-OCC-DDA-015|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-001|CPX-OCC-DDA-011|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-001|CPX-OCC-DDA-001|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-001|CPX-OCC-ENG-020|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-001|CPX-OCC-PPM-017|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-001|CPX-OCC-DDA-014|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-001|CPX-OCC-PPM-020|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-001|CPX-OCC-BOP-007|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-001|CPX-OCC-BOP-006|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-001|CPX-OCC-BOP-004|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-001|CPX-OCC-PPM-019|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-001|CPX-OCC-ENG-014|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-001|CPX-OCC-ENG-017|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-001|CPX-OCC-DDA-020|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-001|CPX-OCC-ENG-013|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-001|CPX-OCC-BOP-002|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-007|CPX-OCC-BOP-001|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-007|CPX-OCC-PPM-003|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-007|CPX-OCC-BOP-008|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-007|CPX-OCC-PPM-001|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-007|CPX-OCC-CBE-009|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-007|CPX-OCC-ENG-017|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-007|CPX-OCC-DDA-020|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-007|CPX-OCC-ENG-013|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-007|CPX-OCC-BOP-002|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-007|CPX-OCC-DDA-009|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-001|CPX-OCC-DDA-017|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-001|CPX-OCC-CBE-002|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-001|CPX-OCC-ENG-009|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-001|CPX-OCC-ENE-012|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-001|CPX-OCC-ENG-019|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-001|CPX-OCC-ENE-008|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-001|CPX-OCC-ENE-007|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-001|CPX-OCC-BOP-001|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-001|CPX-OCC-DDA-017|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-001|CPX-OCC-CBE-002|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-001|CPX-OCC-ENG-009|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-001|CPX-OCC-ENG-011|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-001|CPX-OCC-ENE-012|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-001|CPX-OCC-ENG-019|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-001|CPX-OCC-ENG-012|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-001|CPX-OCC-ENE-008|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-001|CPX-OCC-ENE-007|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-005|CPX-OCC-PPM-020|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-005|CPX-OCC-DDA-017|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-005|CPX-OCC-PPM-011|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-005|CPX-OCC-BOP-001|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-005|CPX-OCC-BOP-006|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-005|CPX-OCC-BOP-004|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-005|CPX-OCC-PPM-012|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-005|CPX-OCC-ENG-014|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-005|CPX-OCC-PPM-013|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-005|CPX-OCC-DDA-014|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-006|CPX-OCC-PPM-020|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-006|CPX-OCC-CBE-013|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-006|CPX-OCC-BOP-001|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-006|CPX-OCC-BOP-005|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-006|CPX-OCC-BOP-004|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-006|CPX-OCC-ENG-014|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-006|CPX-OCC-PPM-001|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-006|CPX-OCC-PPM-013|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-006|CPX-OCC-DDA-016|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-004|CPX-OCC-PPM-020|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-004|CPX-OCC-DDA-017|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-004|CPX-OCC-BOP-001|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-004|CPX-OCC-BOP-005|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-004|CPX-OCC-BOP-006|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-004|CPX-OCC-PPM-012|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-004|CPX-OCC-ENG-014|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-004|CPX-OCC-PPM-001|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-004|CPX-OCC-PPM-013|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-004|CPX-OCC-ENG-017|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-004|CPX-OCC-DDA-020|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-003|CPX-OCC-BOP-008|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-003|CPX-OCC-DDA-016|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-019|CPX-OCC-PPM-020|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-019|CPX-OCC-CBE-013|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-019|CPX-OCC-BOP-001|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-019|CPX-OCC-ENG-018|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-019|CPX-OCC-PPM-001|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-019|CPX-OCC-PPM-009|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-019|CPX-OCC-CBE-011|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-019|CPX-OCC-ENG-001|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-019|CPX-OCC-ENG-017|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-019|CPX-OCC-ENG-013|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-019|CPX-OCC-BOP-008|lateral,deferred,,,,,
career_transition,CPX-OCC-ENG-018|CPX-OCC-PPM-019|lateral,deferred,,,,,
career_transition,CPX-OCC-ENG-018|CPX-OCC-DDA-017|lateral,deferred,,,,,
career_transition,CPX-OCC-ENG-018|CPX-OCC-PPM-003|lateral,deferred,,,,,
career_transition,CPX-OCC-ENG-018|CPX-OCC-ENG-014|lateral,deferred,,,,,
career_transition,CPX-OCC-ENG-018|CPX-OCC-PPM-001|lateral,deferred,,,,,
career_transition,CPX-OCC-ENG-018|CPX-OCC-ENG-001|lateral,deferred,,,,,
career_transition,CPX-OCC-ENG-018|CPX-OCC-ENG-011|lateral,deferred,,,,,
career_transition,CPX-OCC-ENG-018|CPX-OCC-DDA-020|lateral,deferred,,,,,
career_transition,CPX-OCC-ENG-018|CPX-OCC-ENG-017|lateral,deferred,,,,,
career_transition,CPX-OCC-ENG-018|CPX-OCC-ENG-013|lateral,deferred,,,,,
career_transition,CPX-OCC-ENG-018|CPX-OCC-ENG-019|lateral,deferred,,,,,
career_transition,CPX-OCC-ENG-018|CPX-OCC-CBE-011|lateral,deferred,,,,,
career_transition,CPX-OCC-ENG-018|CPX-OCC-BOP-002|lateral,deferred,,,,,
career_transition,CPX-OCC-ENG-018|CPX-OCC-DDA-009|lateral,deferred,,,,,
career_transition,CPX-OCC-DDA-017|CPX-OCC-BOP-001|lateral,deferred,,,,,
career_transition,CPX-OCC-DDA-017|CPX-OCC-ENG-019|lateral,deferred,,,,,
career_transition,CPX-OCC-DDA-017|CPX-OCC-ENG-014|lateral,deferred,,,,,
career_transition,CPX-OCC-DDA-017|CPX-OCC-ENG-009|lateral,deferred,,,,,
career_transition,CPX-OCC-DDA-017|CPX-OCC-ENG-017|lateral,deferred,,,,,
career_transition,CPX-OCC-DDA-017|CPX-OCC-DDA-020|lateral,deferred,,,,,
career_transition,CPX-OCC-DDA-017|CPX-OCC-ENE-012|lateral,deferred,,,,,
career_transition,CPX-OCC-DDA-017|CPX-OCC-ENG-012|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-003|CPX-OCC-ENG-018|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-003|CPX-OCC-DDA-012|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-003|CPX-OCC-DDA-009|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-003|CPX-OCC-ENG-017|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-011|CPX-OCC-CBE-013|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-011|CPX-OCC-PPM-019|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-001|CPX-OCC-CBE-013|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-001|CPX-OCC-ENE-013|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-001|CPX-OCC-PPM-003|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-001|CPX-OCC-BOP-008|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-001|CPX-OCC-CBE-009|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-008|CPX-OCC-BOP-001|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-008|CPX-OCC-PPM-013|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-008|CPX-OCC-DDA-009|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-008|CPX-OCC-DDA-008|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-008|CPX-OCC-DDA-007|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-008|CPX-OCC-CBE-009|lateral,deferred,,,,,
career_transition,CPX-OCC-CBE-002|CPX-OCC-BOP-001|lateral,deferred,,,,,
career_transition,CPX-OCC-CBE-002|CPX-OCC-PPM-001|lateral,deferred,,,,,
career_transition,CPX-OCC-CBE-002|CPX-OCC-PPM-019|lateral,deferred,,,,,
career_transition,CPX-OCC-CBE-002|CPX-OCC-DDA-017|lateral,deferred,,,,,
career_transition,CPX-OCC-CBE-002|CPX-OCC-ENG-011|lateral,deferred,,,,,
career_transition,CPX-OCC-CBE-002|CPX-OCC-ENE-012|lateral,deferred,,,,,
career_transition,CPX-OCC-CBE-002|CPX-OCC-ENG-019|lateral,deferred,,,,,
career_transition,CPX-OCC-CBE-002|CPX-OCC-ENG-012|lateral,deferred,,,,,
career_transition,CPX-OCC-CBE-002|CPX-OCC-ENE-008|lateral,deferred,,,,,
career_transition,CPX-OCC-CBE-002|CPX-OCC-ENE-007|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-001|CPX-OCC-ENE-013|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-001|CPX-OCC-PPM-019|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-001|CPX-OCC-ENG-018|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-001|CPX-OCC-ENG-001|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-003|CPX-OCC-ENE-013|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-003|CPX-OCC-PPM-019|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-003|CPX-OCC-ENG-001|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-003|CPX-OCC-ENG-009|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-003|CPX-OCC-PPM-007|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-003|CPX-OCC-CBE-012|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-012|CPX-OCC-PPM-011|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-012|CPX-OCC-BOP-005|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-012|CPX-OCC-BOP-006|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-012|CPX-OCC-BOP-004|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-012|CPX-OCC-PPM-009|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-012|CPX-OCC-PPM-013|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-008|CPX-OCC-PPM-003|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-008|CPX-OCC-ENG-009|lateral,deferred,,,,,
career_transition,CPX-OCC-BOP-008|CPX-OCC-ENG-001|lateral,deferred,,,,,
career_transition,CPX-OCC-CBE-013|CPX-OCC-PPM-003|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-009|CPX-OCC-PPM-019|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-009|CPX-OCC-ENG-018|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-009|CPX-OCC-PPM-012|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-009|CPX-OCC-ENG-014|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-009|CPX-OCC-PPM-001|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-009|CPX-OCC-ENG-001|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-009|CPX-OCC-ENG-011|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-009|CPX-OCC-ENG-017|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-009|CPX-OCC-DDA-020|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-009|CPX-OCC-ENG-013|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-009|CPX-OCC-CBE-011|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-009|CPX-OCC-BOP-002|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-009|CPX-OCC-DDA-009|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-009|CPX-OCC-BOP-008|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-009|CPX-OCC-ENE-012|lateral,deferred,,,,,
career_transition,CPX-OCC-ENG-014|CPX-OCC-BOP-001|lateral,deferred,,,,,
career_transition,CPX-OCC-ENG-014|CPX-OCC-BOP-006|lateral,deferred,,,,,
career_transition,CPX-OCC-ENG-014|CPX-OCC-BOP-004|lateral,deferred,,,,,
career_transition,CPX-OCC-ENG-014|CPX-OCC-ENG-018|lateral,deferred,,,,,
career_transition,CPX-OCC-ENG-014|CPX-OCC-PPM-009|lateral,deferred,,,,,
career_transition,CPX-OCC-ENG-014|CPX-OCC-PPM-001|lateral,deferred,,,,,
career_transition,CPX-OCC-ENG-014|CPX-OCC-DDA-001|lateral,deferred,,,,,
career_transition,CPX-OCC-ENG-014|CPX-OCC-ENG-020|lateral,deferred,,,,,
career_transition,CPX-OCC-ENG-014|CPX-OCC-ENE-012|lateral,deferred,,,,,
career_transition,CPX-OCC-ENG-014|CPX-OCC-DDA-020|lateral,deferred,,,,,
career_transition,CPX-OCC-ENG-014|CPX-OCC-ENG-017|lateral,deferred,,,,,
career_transition,CPX-OCC-ENG-014|CPX-OCC-ENG-019|lateral,deferred,,,,,
career_transition,CPX-OCC-ENG-014|CPX-OCC-ENG-001|lateral,deferred,,,,,
career_transition,CPX-OCC-ENG-014|CPX-OCC-BOP-002|lateral,deferred,,,,,
career_transition,CPX-OCC-ENG-014|CPX-OCC-DDA-009|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-001|CPX-OCC-PPM-013|lateral,deferred,,,,,
career_transition,CPX-OCC-PPM-001|CPX-OCC-PPM-017|lateral,deferred,,,,,
