entity_type,entity_code,decision,reviewed_by,reviewed_at,review_notes,evidence_summary,source_references
skill,CPX-SKL-AUTO-0FFF9E3F,needs_human_review,,,,,
skill,CPX-SKL-AUTO-1014C414,needs_human_review,,,,,
skill,CPX-SKL-AUTO-1028DCE2,needs_human_review,,,,,
skill,CPX-SKL-AUTO-102FFBEC,needs_human_review,,,,,
skill,CPX-SKL-AUTO-1048CB27,needs_human_review,,,,,
skill,CPX-SKL-AUTO-106BEC19,needs_human_review,,,,,
skill,CPX-SKL-AUTO-1083AFD4,needs_human_review,,,,,
skill,CPX-SKL-AUTO-10A93E87,needs_human_review,,,,,
skill,CPX-SKL-AUTO-10E7FEFE,needs_human_review,,,,,
skill,CPX-SKL-AUTO-11280C09,needs_human_review,,,,,
skill,CPX-SKL-AUTO-114ACB44,needs_human_review,,,,,
skill,CPX-SKL-AUTO-11564E33,needs_human_review,,,,,
skill,CPX-SKL-AUTO-1158D781,needs_human_review,,,,,
skill,CPX-SKL-AUTO-1162CD2D,needs_human_review,,,,,
skill,CPX-SKL-AUTO-128B4945,needs_human_review,,,,,
skill,CPX-SKL-AUTO-129F0440,needs_human_review,,,,,
skill,CPX-SKL-AUTO-12B97C9E,needs_human_review,,,,,
skill,CPX-SKL-AUTO-1324BECE,needs_human_review,,,,,
skill,CPX-SKL-AUTO-13772A32,needs_human_review,,,,,
skill,CPX-SKL-AUTO-13E424E6,needs_human_review,,,,,
skill,CPX-SKL-AUTO-143C994F,needs_human_review,,,,,
skill,CPX-SKL-AUTO-14505B4A,needs_human_review,,,,,
skill,CPX-SKL-AUTO-1469D77E,needs_human_review,,,,,
skill,CPX-SKL-AUTO-1485C224,needs_human_review,,,,,
skill,CPX-SKL-AUTO-1485E59B,needs_human_review,,,,,
skill,CPX-SKL-AUTO-14AFF5E6,needs_human_review,,,,,
skill,CPX-SKL-AUTO-14F4C55C,needs_human_review,,,,,
skill,CPX-SKL-AUTO-14F72D18,needs_human_review,,,,,
skill,CPX-SKL-AUTO-1508EE9B,needs_human_review,,,,,
skill,CPX-SKL-AUTO-153CBA2C,needs_human_review,,,,,
skill,CPX-SKL-AUTO-15656B11,needs_human_review,,,,,
skill,CPX-SKL-AUTO-15DA0D24,needs_human_review,,,,,
skill,CPX-SKL-AUTO-15E75009,needs_human_review,,,,,
skill,CPX-SKL-AUTO-1698F006,needs_human_review,,,,,
skill,CPX-SKL-AUTO-16990971,needs_human_review,,,,,
skill,CPX-SKL-AUTO-16A15640,needs_human_review,,,,,
skill,CPX-SKL-AUTO-16CB42CA,needs_human_review,,,,,
skill,CPX-SKL-AUTO-1723287C,needs_human_review,,,,,
skill,CPX-SKL-AUTO-174310DB,needs_human_review,,,,,
skill,CPX-SKL-AUTO-183D026F,needs_human_review,,,,,
skill,CPX-SKL-AUTO-183F3A28,needs_human_review,,,,,
skill,CPX-SKL-AUTO-188D24EA,needs_human_review,,,,,
skill,CPX-SKL-AUTO-18906EC9,needs_human_review,,,,,
skill,CPX-SKL-AUTO-189AD04A,needs_human_review,,,,,
skill,CPX-SKL-AUTO-199FECE2,needs_human_review,,,,,
skill,CPX-SKL-AUTO-19BAA3E7,needs_human_review,,,,,
skill,CPX-SKL-AUTO-1A411F9F,needs_human_review,,,,,
skill,CPX-SKL-AUTO-1A488A36,needs_human_review,,,,,
skill,CPX-SKL-AUTO-1AB650F3,needs_human_review,,,,,
skill,CPX-SKL-AUTO-1AF38B0B,needs_human_review,,,,,
skill,CPX-SKL-AUTO-1AFBD2E9,needs_human_review,,,,,
skill,CPX-SKL-AUTO-1B65795E,needs_human_review,,,,,
skill,CPX-SKL-AUTO-1B7A43FB,needs_human_review,,,,,
skill,CPX-SKL-AUTO-1B8DD252,needs_human_review,,,,,
skill,CPX-SKL-AUTO-1BDCB4BA,needs_human_review,,,,,
skill,CPX-SKL-AUTO-1C66B8B9,needs_human_review,,,,,
skill,CPX-SKL-AUTO-1C7AD15E,needs_human_review,,,,,
skill,CPX-SKL-AUTO-1C9466DD,needs_human_review,,,,,
skill,CPX-SKL-AUTO-1CA2A377,needs_human_review,,,,,
skill,CPX-SKL-AUTO-1CD0852D,needs_human_review,,,,,
skill,CPX-SKL-AUTO-1D00E6FA,needs_human_review,,,,,
skill,CPX-SKL-AUTO-1D4E2E34,needs_human_review,,,,,
skill,CPX-SKL-AUTO-1D5BBC3F,needs_human_review,,,,,
skill,CPX-SKL-AUTO-1D9F6DAA,needs_human_review,,,,,
skill,CPX-SKL-AUTO-1DAD6E01,needs_human_review,,,,,
skill,CPX-SKL-AUTO-1DCB06A9,needs_human_review,,,,,
skill,CPX-SKL-AUTO-1DD97F60,needs_human_review,,,,,
skill,CPX-SKL-AUTO-1DE96E6D,needs_human_review,,,,,
skill,CPX-SKL-AUTO-1DF7C69C,needs_human_review,,,,,
skill,CPX-SKL-AUTO-1E0AAC08,needs_human_review,,,,,
skill,CPX-SKL-AUTO-1E1101E1,needs_human_review,,,,,
skill,CPX-SKL-AUTO-1E5F4600,needs_human_review,,,,,
skill,CPX-SKL-AUTO-1E969B1A,needs_human_review,,,,,
skill,CPX-SKL-AUTO-1ED9183B,needs_human_review,,,,,
skill,CPX-SKL-AUTO-1F130ADC,needs_human_review,,,,,
skill,CPX-SKL-AUTO-1F534796,needs_revision,,,,,
skill,CPX-SKL-AUTO-1F68C0B4,needs_human_review,,,,,
skill,CPX-SKL-AUTO-1F9A12CD,needs_human_review,,,,,
skill,CPX-SKL-AUTO-20684240,needs_human_review,,,,,
skill,CPX-SKL-AUTO-20E40C9C,needs_human_review,,,,,
skill,CPX-SKL-AUTO-20E8399C,needs_human_review,,,,,
skill,CPX-SKL-AUTO-2134CEF7,needs_human_review,,,,,
skill,CPX-SKL-AUTO-216D3D64,needs_human_review,,,,,
skill,CPX-SKL-AUTO-21789335,needs_human_review,,,,,
skill,CPX-SKL-AUTO-217B3D30,needs_human_review,,,,,
skill,CPX-SKL-AUTO-2232124A,needs_human_review,,,,,
skill,CPX-SKL-AUTO-227982E3,needs_human_review,,,,,
skill,CPX-SKL-AUTO-22A7BF61,needs_human_review,,,,,
skill,CPX-SKL-AUTO-22AE3053,needs_human_review,,,,,
skill,CPX-SKL-AUTO-22C84677,needs_human_review,,,,,
skill,CPX-SKL-AUTO-22EDA541,needs_human_review,,,,,
skill,CPX-SKL-AUTO-235ED060,needs_human_review,,,,,
skill,CPX-SKL-AUTO-2374F94A,needs_human_review,,,,,
skill,CPX-SKL-AUTO-237DB4BB,needs_human_review,,,,,
skill,CPX-SKL-AUTO-237E0688,needs_human_review,,,,,
skill,CPX-SKL-AUTO-238F79D4,needs_human_review,,,,,
skill,CPX-SKL-AUTO-23934660,needs_human_review,,,,,
skill,CPX-SKL-AUTO-23937265,needs_human_review,,,,,
skill,CPX-SKL-AUTO-23FCC1EF,needs_human_review,,,,,
skill,CPX-SKL-AUTO-245487C5,needs_human_review,,,,,
skill,CPX-SKL-AUTO-247ADC43,needs_human_review,,,,,
skill,CPX-SKL-AUTO-24C6BE13,needs_human_review,,,,,
skill,CPX-SKL-AUTO-24CB2568,needs_human_review,,,,,
skill,CPX-SKL-AUTO-24DBA435,needs_human_review,,,,,
skill,CPX-SKL-AUTO-24F77E32,needs_human_review,,,,,
skill,CPX-SKL-AUTO-25182E5E,needs_human_review,,,,,
skill,CPX-SKL-AUTO-25358E0C,needs_human_review,,,,,
skill,CPX-SKL-AUTO-253B51AB,needs_human_review,,,,,
skill,CPX-SKL-AUTO-253D1188,needs_revision,,,,,
skill,CPX-SKL-AUTO-25D306DF,needs_human_review,,,,,
skill,CPX-SKL-AUTO-25F7654A,needs_human_review,,,,,
skill,CPX-SKL-AUTO-2626F3A4,needs_human_review,,,,,
skill,CPX-SKL-AUTO-26753A9A,needs_revision,,,,,
skill,CPX-SKL-AUTO-267D97FD,needs_human_review,,,,,
skill,CPX-SKL-AUTO-26E9D067,needs_human_review,,,,,
skill,CPX-SKL-AUTO-27844208,needs_human_review,,,,,
skill,CPX-SKL-AUTO-27E447A3,needs_human_review,,,,,
skill,CPX-SKL-AUTO-27E454BB,needs_human_review,,,,,
skill,CPX-SKL-AUTO-27ED98BB,needs_human_review,,,,,
skill,CPX-SKL-AUTO-27F36313,needs_human_review,,,,,
skill,CPX-SKL-AUTO-283EBEE1,needs_human_review,,,,,
skill,CPX-SKL-AUTO-28630019,needs_human_review,,,,,
skill,CPX-SKL-AUTO-28EB40E2,needs_human_review,,,,,
skill,CPX-SKL-AUTO-2904C53A,needs_human_review,,,,,
skill,CPX-SKL-AUTO-29111B5F,needs_human_review,,,,,
skill,CPX-SKL-AUTO-293BF304,needs_human_review,,,,,
skill,CPX-SKL-AUTO-29477404,needs_human_review,,,,,
skill,CPX-SKL-AUTO-296147A6,needs_human_review,,,,,
skill,CPX-SKL-AUTO-2987A49E,needs_human_review,,,,,
skill,CPX-SKL-AUTO-299A329B,needs_human_review,,,,,
skill,CPX-SKL-AUTO-29CA2796,needs_human_review,,,,,
skill,CPX-SKL-AUTO-2A194807,needs_human_review,,,,,
skill,CPX-SKL-AUTO-2A224924,needs_human_review,,,,,
skill,CPX-SKL-AUTO-2A2673AE,needs_human_review,,,,,
skill,CPX-SKL-AUTO-2A53FE72,needs_human_review,,,,,
skill,CPX-SKL-AUTO-2A9D11E5,needs_human_review,,,,,
skill,CPX-SKL-AUTO-2AF9244A,needs_human_review,,,,,
skill,CPX-SKL-AUTO-2B9C6998,needs_human_review,,,,,
skill,CPX-SKL-AUTO-2BE60248,needs_human_review,,,,,
skill,CPX-SKL-AUTO-2C71D659,needs_human_review,,,,,
skill,CPX-SKL-AUTO-2CD33572,needs_human_review,,,,,
skill,CPX-SKL-AUTO-2D1CDD00,needs_human_review,,,,,
skill,CPX-SKL-AUTO-2D1CF748,needs_human_review,,,,,
skill,CPX-SKL-AUTO-2DA90841,needs_human_review,,,,,
skill,CPX-SKL-AUTO-2E1F94CB,needs_human_review,,,,,
skill,CPX-SKL-AUTO-2E8E16D6,needs_human_review,,,,,
skill,CPX-SKL-AUTO-2EFE14EF,needs_human_review,,,,,
skill,CPX-SKL-AUTO-2F66ED38,needs_human_review,,,,,
skill,CPX-SKL-AUTO-2F6D5183,needs_human_review,,,,,
skill,CPX-SKL-AUTO-2F6D5311,needs_human_review,,,,,
skill,CPX-SKL-AUTO-3002B7BE,needs_human_review,,,,,
skill,CPX-SKL-AUTO-302518D3,needs_human_review,,,,,
skill,CPX-SKL-AUTO-308E8C1F,needs_human_review,,,,,
skill,CPX-SKL-AUTO-309B0800,needs_human_review,,,,,
skill,CPX-SKL-AUTO-30BB5DE6,needs_human_review,,,,,
skill,CPX-SKL-AUTO-30D4A43E,needs_human_review,,,,,
skill,CPX-SKL-AUTO-3104202D,needs_human_review,,,,,
skill,CPX-SKL-AUTO-310683A7,needs_human_review,,,,,
skill,CPX-SKL-AUTO-315B8FDF,needs_human_review,,,,,
skill,CPX-SKL-AUTO-3182B7BD,needs_human_review,,,,,
skill,CPX-SKL-AUTO-319D2011,needs_human_review,,,,,
skill,CPX-SKL-AUTO-31C9E0EF,needs_human_review,,,,,
skill,CPX-SKL-AUTO-320273DB,needs_human_review,,,,,
skill,CPX-SKL-AUTO-32338136,needs_human_review,,,,,
skill,CPX-SKL-AUTO-323AAC84,needs_human_review,,,,,
skill,CPX-SKL-AUTO-32E86F8F,needs_human_review,,,,,
skill,CPX-SKL-AUTO-32EA871F,needs_human_review,,,,,
skill,CPX-SKL-AUTO-33027CCE,needs_human_review,,,,,
skill,CPX-SKL-AUTO-3303E435,needs_human_review,,,,,
skill,CPX-SKL-AUTO-33359F29,needs_human_review,,,,,
skill,CPX-SKL-AUTO-335B2ED6,needs_human_review,,,,,
skill,CPX-SKL-AUTO-33D28B04,needs_human_review,,,,,
skill,CPX-SKL-AUTO-3439D026,needs_human_review,,,,,
skill,CPX-SKL-AUTO-346AB174,needs_human_review,,,,,
skill,CPX-SKL-AUTO-34961DCA,needs_human_review,,,,,
skill,CPX-SKL-AUTO-34C24CC9,needs_human_review,,,,,
skill,CPX-SKL-AUTO-34D8A669,needs_human_review,,,,,
skill,CPX-SKL-AUTO-34E4A228,needs_human_review,,,,,
skill,CPX-SKL-AUTO-352E63D5,needs_human_review,,,,,
skill,CPX-SKL-AUTO-352E7A5E,needs_human_review,,,,,
skill,CPX-SKL-AUTO-3572B55A,needs_human_review,,,,,
skill,CPX-SKL-AUTO-35B604B8,needs_human_review,,,,,
skill,CPX-SKL-AUTO-35D32999,needs_human_review,,,,,
skill,CPX-SKL-AUTO-35D4A014,needs_human_review,,,,,
skill,CPX-SKL-AUTO-3688C02B,needs_human_review,,,,,
skill,CPX-SKL-AUTO-36F4DF22,needs_human_review,,,,,
skill,CPX-SKL-AUTO-370820D3,needs_human_review,,,,,
skill,CPX-SKL-AUTO-371E7D5A,needs_human_review,,,,,
skill,CPX-SKL-AUTO-376BF1C1,needs_human_review,,,,,
skill,CPX-SKL-AUTO-37C59428,needs_human_review,,,,,
skill,CPX-SKL-AUTO-37EC3357,needs_human_review,,,,,
skill,CPX-SKL-AUTO-383BFE3F,needs_human_review,,,,,
skill,CPX-SKL-AUTO-384488DD,needs_human_review,,,,,
skill,CPX-SKL-AUTO-38698A12,needs_human_review,,,,,
skill,CPX-SKL-AUTO-38A054F6,needs_human_review,,,,,
skill,CPX-SKL-AUTO-38CDFCC2,needs_human_review,,,,,
skill,CPX-SKL-AUTO-38F1F9C2,needs_human_review,,,,,
skill,CPX-SKL-AUTO-38F4056C,needs_human_review,,,,,
skill,CPX-SKL-AUTO-3951517D,needs_human_review,,,,,
skill,CPX-SKL-AUTO-39BD4F62,needs_human_review,,,,,
skill,CPX-SKL-AUTO-39D19D17,needs_human_review,,,,,
skill,CPX-SKL-AUTO-39D52C94,needs_human_review,,,,,
skill,CPX-SKL-AUTO-3A39BE64,needs_human_review,,,,,
skill,CPX-SKL-AUTO-3A4298F8,needs_human_review,,,,,
skill,CPX-SKL-AUTO-3A91AE7D,needs_human_review,,,,,
skill,CPX-SKL-AUTO-3BC6E8A6,needs_human_review,,,,,
skill,CPX-SKL-AUTO-3BE17436,needs_human_review,,,,,
skill,CPX-SKL-AUTO-3BFF5F37,needs_human_review,,,,,
skill,CPX-SKL-AUTO-3C19E555,needs_human_review,,,,,
skill,CPX-SKL-AUTO-3C7D6A55,needs_human_review,,,,,
skill,CPX-SKL-AUTO-3C846C82,needs_revision,,,,,
skill,CPX-SKL-AUTO-3D4E6289,needs_human_review,,,,,
skill,CPX-SKL-AUTO-3DD46D2B,needs_human_review,,,,,
skill,CPX-SKL-AUTO-3DE722C1,needs_human_review,,,,,
skill,CPX-SKL-AUTO-3E5ACE59,needs_human_review,,,,,
skill,CPX-SKL-AUTO-3E770F62,needs_human_review,,,,,
skill,CPX-SKL-AUTO-3F2E058C,needs_human_review,,,,,
skill,CPX-SKL-AUTO-3F73EB7A,needs_human_review,,,,,
skill,CPX-SKL-AUTO-3F771FD9,needs_human_review,,,,,
skill,CPX-SKL-AUTO-3F931A3E,needs_human_review,,,,,
skill,CPX-SKL-AUTO-3F9941F6,needs_human_review,,,,,
skill,CPX-SKL-AUTO-3FC90475,needs_human_review,,,,,
skill,CPX-SKL-AUTO-3FE65072,needs_human_review,,,,,
skill,CPX-SKL-AUTO-3FEAAEDC,needs_human_review,,,,,
skill,CPX-SKL-AUTO-40609B4B,needs_human_review,,,,,
skill,CPX-SKL-AUTO-40628FD9,needs_human_review,,,,,
skill,CPX-SKL-AUTO-40783115,needs_human_review,,,,,
skill,CPX-SKL-AUTO-408380BB,needs_human_review,,,,,
skill,CPX-SKL-AUTO-4083B082,needs_human_review,,,,,
skill,CPX-SKL-AUTO-40AA1A5B,needs_human_review,,,,,
skill,CPX-SKL-AUTO-41C5A873,needs_human_review,,,,,
skill,CPX-SKL-AUTO-41EE425A,needs_human_review,,,,,
skill,CPX-SKL-AUTO-4244DC7D,needs_human_review,,,,,
skill,CPX-SKL-AUTO-427CACBC,needs_human_review,,,,,
skill,CPX-SKL-AUTO-42C1BBE8,needs_human_review,,,,,
skill,CPX-SKL-AUTO-42D634FD,needs_human_review,,,,,
skill,CPX-SKL-AUTO-432C5A6A,needs_human_review,,,,,
skill,CPX-SKL-AUTO-4368D578,needs_human_review,,,,,
skill,CPX-SKL-AUTO-438DFC5F,needs_human_review,,,,,
skill,CPX-SKL-AUTO-43906F91,needs_human_review,,,,,
skill,CPX-SKL-AUTO-43D079AB,needs_human_review,,,,,
skill,CPX-SKL-AUTO-44474693,needs_human_review,,,,,
skill,CPX-SKL-AUTO-44828BCE,needs_human_review,,,,,
skill,CPX-SKL-AUTO-44F08C05,needs_human_review,,,,,
skill,CPX-SKL-AUTO-451E0722,needs_human_review,,,,,
skill,CPX-SKL-AUTO-452A8F50,needs_human_review,,,,,
skill,CPX-SKL-AUTO-454C1FEF,needs_human_review,,,,,
skill,CPX-SKL-AUTO-4562170B,needs_human_review,,,,,
skill,CPX-SKL-AUTO-45AD02AB,needs_human_review,,,,,
skill,CPX-SKL-AUTO-45BD37E4,needs_human_review,,,,,
skill,CPX-SKL-AUTO-460663FB,needs_human_review,,,,,
skill,CPX-SKL-AUTO-46A8E745,needs_human_review,,,,,
skill,CPX-SKL-AUTO-4702B189,needs_human_review,,,,,
skill,CPX-SKL-AUTO-4741D9D7,needs_human_review,,,,,
skill,CPX-SKL-AUTO-478B3389,needs_human_review,,,,,
skill,CPX-SKL-AUTO-479F8458,needs_human_review,,,,,
skill,CPX-SKL-AUTO-47B76213,needs_human_review,,,,,
skill,CPX-SKL-AUTO-47BCBF08,needs_human_review,,,,,
skill,CPX-SKL-AUTO-47D615F6,needs_human_review,,,,,
skill,CPX-SKL-AUTO-48381918,needs_human_review,,,,,
skill,CPX-SKL-AUTO-48B178F1,needs_human_review,,,,,
skill,CPX-SKL-AUTO-490C79DA,needs_human_review,,,,,
skill,CPX-SKL-AUTO-49884F2D,needs_human_review,,,,,
skill,CPX-SKL-AUTO-49E44668,needs_human_review,,,,,
skill,CPX-SKL-AUTO-4A18059D,needs_human_review,,,,,
skill,CPX-SKL-AUTO-4A2A4DEB,needs_human_review,,,,,
skill,CPX-SKL-AUTO-4A664C7B,needs_human_review,,,,,
skill,CPX-SKL-AUTO-4A94D3C2,needs_human_review,,,,,
skill,CPX-SKL-AUTO-4AAD9842,needs_human_review,,,,,
skill,CPX-SKL-AUTO-4ABD26E9,needs_human_review,,,,,
skill,CPX-SKL-AUTO-4AEB8976,needs_human_review,,,,,
skill,CPX-SKL-AUTO-4AF447CA,needs_human_review,,,,,
skill,CPX-SKL-AUTO-4B1DA3C3,needs_human_review,,,,,
skill,CPX-SKL-AUTO-4B8771DE,needs_human_review,,,,,
skill,CPX-SKL-AUTO-4C159E21,needs_human_review,,,,,
skill,CPX-SKL-AUTO-4C268F11,needs_human_review,,,,,
skill,CPX-SKL-AUTO-4C323985,needs_human_review,,,,,
skill,CPX-SKL-AUTO-4C3937BF,needs_human_review,,,,,
skill,CPX-SKL-AUTO-4C82933D,needs_human_review,,,,,
skill,CPX-SKL-AUTO-4C98B987,needs_human_review,,,,,
skill,CPX-SKL-AUTO-4C9EBF89,needs_human_review,,,,,
skill,CPX-SKL-AUTO-4CDB9A90,needs_human_review,,,,,
skill,CPX-SKL-AUTO-4CFE160A,needs_human_review,,,,,
skill,CPX-SKL-AUTO-4D910082,needs_human_review,,,,,
skill,CPX-SKL-AUTO-4DC4C2BE,needs_human_review,,,,,
skill,CPX-SKL-AUTO-4DF13081,needs_human_review,,,,,
skill,CPX-SKL-AUTO-4DF71AA5,needs_human_review,,,,,
skill,CPX-SKL-AUTO-4E119AE5,needs_human_review,,,,,
skill,CPX-SKL-AUTO-4E6E590A,needs_human_review,,,,,
skill,CPX-SKL-AUTO-4E7AB23B,needs_human_review,,,,,
skill,CPX-SKL-AUTO-4E8960AB,needs_human_review,,,,,
skill,CPX-SKL-AUTO-4E97DFD7,needs_human_review,,,,,
skill,CPX-SKL-AUTO-4F296121,needs_human_review,,,,,
skill,CPX-SKL-AUTO-4F463D91,needs_human_review,,,,,
skill,CPX-SKL-AUTO-4FF55D0A,needs_human_review,,,,,
skill,CPX-SKL-AUTO-5044BB24,needs_human_review,,,,,
skill,CPX-SKL-AUTO-50A9BF5A,needs_human_review,,,,,
skill,CPX-SKL-AUTO-50AA1896,needs_human_review,,,,,
skill,CPX-SKL-AUTO-50B4998D,needs_human_review,,,,,
skill,CPX-SKL-AUTO-50E60467,needs_human_review,,,,,
skill,CPX-SKL-AUTO-511A6364,needs_human_review,,,,,
skill,CPX-SKL-AUTO-51493DB2,needs_human_review,,,,,
skill,CPX-SKL-AUTO-514A6DD1,needs_human_review,,,,,
skill,CPX-SKL-AUTO-515FCA4E,needs_human_review,,,,,
skill,CPX-SKL-AUTO-518B0746,needs_human_review,,,,,
skill,CPX-SKL-AUTO-51938C91,needs_human_review,,,,,
skill,CPX-SKL-AUTO-519712A0,needs_human_review,,,,,
skill,CPX-SKL-AUTO-51D1FA61,needs_human_review,,,,,
skill,CPX-SKL-AUTO-51EE5619,needs_human_review,,,,,
skill,CPX-SKL-AUTO-520A0747,needs_human_review,,,,,
skill,CPX-SKL-AUTO-522D495D,needs_human_review,,,,,
skill,CPX-SKL-AUTO-5268705C,needs_human_review,,,,,
skill,CPX-SKL-AUTO-526A2907,needs_human_review,,,,,
skill,CPX-SKL-AUTO-528283E3,needs_human_review,,,,,
skill,CPX-SKL-AUTO-52AB5668,needs_human_review,,,,,
skill,CPX-SKL-AUTO-52D184BE,needs_human_review,,,,,
skill,CPX-SKL-AUTO-53198C86,needs_human_review,,,,,
skill,CPX-SKL-AUTO-53393FDE,needs_human_review,,,,,
skill,CPX-SKL-AUTO-533A5BCA,needs_human_review,,,,,
