from_occupation_code,to_occupation_code,source_id,source_record_id,transition_type,difficulty_score,transferability_score,verification_status,review_status,reviewed_by,reviewed_at,review_notes,taxonomy_version
CPX-OCC-CBE-002,CPX-OCC-BOP-001,onet,11-9199.09:11-3051.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-CBE-002,CPX-OCC-PPM-001,onet,11-9199.09:11-3051.06,lateral,3,0.8,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-CBE-002,CPX-OCC-PPM-019,onet,11-9199.09:11-9021.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-CBE-002,CPX-OCC-DDA-017,onet,11-9199.09:11-9041.01,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-CBE-002,CPX-OCC-ENG-011,onet,11-9199.09:17-2071.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-CBE-002,CPX-OCC-ENE-012,onet,11-9199.09:17-2199.03,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-CBE-002,CPX-OCC-ENG-019,onet,11-9199.09:17-2199.10,lateral,3,0.8,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-CBE-002,CPX-OCC-ENG-012,onet,11-9199.09:17-2199.11,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-CBE-002,CPX-OCC-ENE-008,onet,11-9199.09:49-9081.00,lateral,3,0.8,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-CBE-002,CPX-OCC-ENE-007,onet,11-9199.09:51-8013.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-001,CPX-OCC-ENE-013,onet,11-9199.10:11-1011.03,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-001,CPX-OCC-PPM-019,onet,11-9199.10:11-9021.00,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-001,CPX-OCC-ENG-018,onet,11-9199.10:11-9041.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-001,CPX-OCC-ENG-001,onet,11-9199.10:17-2051.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-003,CPX-OCC-ENE-013,onet,11-9199.11:11-1011.03,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-003,CPX-OCC-PPM-019,onet,11-9199.11:11-9021.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-003,CPX-OCC-ENG-001,onet,11-9199.11:17-2051.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-003,CPX-OCC-ENG-009,onet,11-9199.11:17-2051.02,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-003,CPX-OCC-PPM-007,onet,11-9199.11:19-2041.02,lateral,3,0.8,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-003,CPX-OCC-CBE-012,onet,11-9199.11:19-3051.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-012,CPX-OCC-PPM-011,onet,13-1023.00:11-2022.00,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-012,CPX-OCC-BOP-005,onet,13-1023.00:11-3061.00,lateral,3,0.8,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-012,CPX-OCC-BOP-006,onet,13-1023.00:11-3071.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-012,CPX-OCC-BOP-004,onet,13-1023.00:11-3071.04,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-012,CPX-OCC-PPM-009,onet,13-1023.00:13-1051.00,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-012,CPX-OCC-PPM-013,onet,13-1023.00:13-1111.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-008,CPX-OCC-PPM-003,onet,13-1041.01:11-9199.11,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-008,CPX-OCC-ENG-009,onet,13-1041.01:17-2051.02,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-008,CPX-OCC-ENG-001,onet,13-1041.01:17-2081.00,lateral,3,0.8,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-CBE-013,CPX-OCC-PPM-003,onet,13-1041.06:11-9121.01,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-009,CPX-OCC-PPM-019,onet,13-1051.00:11-9021.00,lateral,3,0.8,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-009,CPX-OCC-ENG-018,onet,13-1051.00:11-9041.00,lateral,3,0.8,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-009,CPX-OCC-PPM-012,onet,13-1051.00:13-1023.00,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-009,CPX-OCC-ENG-014,onet,13-1051.00:13-1081.01,lateral,3,0.8,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-009,CPX-OCC-PPM-001,onet,13-1051.00:13-1082.00,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-009,CPX-OCC-ENG-001,onet,13-1051.00:17-2051.00,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-009,CPX-OCC-ENG-011,onet,13-1051.00:17-2071.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-009,CPX-OCC-ENG-017,onet,13-1051.00:17-2112.00,lateral,3,0.8,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-009,CPX-OCC-DDA-020,onet,13-1051.00:17-2112.03,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-009,CPX-OCC-ENG-013,onet,13-1051.00:17-2141.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-009,CPX-OCC-CBE-011,onet,13-1051.00:17-3011.00,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-009,CPX-OCC-BOP-002,onet,13-1051.00:17-3026.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-009,CPX-OCC-DDA-009,onet,13-1051.00:17-3027.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-009,CPX-OCC-BOP-008,onet,13-1051.00:47-4011.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-009,CPX-OCC-ENE-012,onet,13-1051.00:47-4011.01,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-014,CPX-OCC-BOP-001,onet,13-1081.01:11-3051.00,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-014,CPX-OCC-BOP-006,onet,13-1081.01:11-3071.00,lateral,3,0.8,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-014,CPX-OCC-BOP-004,onet,13-1081.01:11-3071.04,lateral,3,0.8,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-014,CPX-OCC-ENG-018,onet,13-1081.01:11-9041.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-014,CPX-OCC-PPM-009,onet,13-1081.01:13-1051.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-014,CPX-OCC-PPM-001,onet,13-1081.01:13-1082.00,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-014,CPX-OCC-DDA-001,onet,13-1081.01:15-1252.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-014,CPX-OCC-ENG-020,onet,13-1081.01:15-1299.08,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-014,CPX-OCC-ENE-012,onet,13-1081.01:15-2031.00,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-014,CPX-OCC-DDA-020,onet,13-1081.01:17-2072.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-014,CPX-OCC-ENG-017,onet,13-1081.01:17-2112.00,lateral,3,0.8,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-014,CPX-OCC-ENG-019,onet,13-1081.01:17-2141.02,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-014,CPX-OCC-ENG-001,onet,13-1081.01:17-3022.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-014,CPX-OCC-BOP-002,onet,13-1081.01:17-3026.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-014,CPX-OCC-DDA-009,onet,13-1081.01:17-3027.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-001,CPX-OCC-PPM-013,onet,13-1082.00:13-1111.00,lateral,3,0.8,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-001,CPX-OCC-PPM-017,onet,13-1082.00:15-1299.09,lateral,3,0.8,source_mapped,not_reviewed,,,,2026.1
